Period,Region,Channel,SKU ID,Manufacturer,%,Curr $ Vol,YAGO $ Vol,Curr Vol,YAGO Vol,Curr Avg AC Dist,YAGO Avg AC Dist,Curr $SPPD,YAGO $SPPD,Curr Avg Price/Unit,YAGO Avg Price/Unit,Curr Avg Regular Unit Price,YAGO Avg Regular Unit Price,Curr Avg TPR Unit Price,YAGO Avg TPR Unit Price,Curr % Vold Sold (Any TPR),YAGO % Vol Sold (Any TPR)
12/01/2021,Maritimes,GB+DR+MM,6022940860,AO MANUF.,0.016,614445.1803,558377.7757,195869.3446,175035.8694,96.08313915,99.39635084,7109.047893,6234.360005,3.512004396,3.523048435,3.534092474,3.523048435,3.280079578,3.57826863,0.099396351,0.055220195
12/01/2021,Maritimes,GB+DR+MM,5677925176,AO MANUF.,0.016,371136.0344,320149.0196,82706.59913,72624.49594,78.41267677,76.20386898,5214.995207,4639.600776,4.958773503,4.870421191,5.135478127,4.958773503,4.395527515,4.439703671,0.265056936,0.187748663
12/01/2021,Maritimes,GB+DR+MM,4150080502,A,0.019,361536.8819,348148.272,85515.28973,81043.45895,112.2048495,112.2048495,3747.174453,3610.424793,4.944026181,5.025842217,5.493362423,5.481674418,4.534946001,4.651826052,0.666216294,0.654528289
12/01/2021,Maritimes,GB+DR+MM,5700000940,G,0.006,323810.8752,336959.3399,68199.13754,69155.8776,103.0831043,103.0831043,3359.864931,3493.013941,5.100466099,5.229319979,5.465552093,5.358173859,4.488410167,4.520623637,0.408037288,0.16106735
12/01/2021,Maritimes,GB+DR+MM,5700000912,G,0.006,311091.9234,212385.5559,72087.30338,47456.88415,96.64041029,94.49284562,3446.8413,2407.419999,4.638739694,4.810544868,5.132679569,4.939398748,4.230702406,4.49914799,0.590580285,0.322134701
12/01/2021,Maritimes,GB+DR+MM,2100002685,AO MANUF.,0.016,270610.4676,264475.6315,59795.39346,58511.48781,62.52062275,61.40418306,4841.998944,4807.389313,5.057471804,5.046307407,5.068636201,5.079800598,3.360483473,2.779934833,0.011164397,0.011164397
12/01/2021,Maritimes,GB+DR+MM,5677925177,AO MANUF.,0.016,255898.0253,232718.5045,57181.80814,52987.34422,77.03433874,77.03433874,3711.045536,3380.579387,5.00164982,4.901170247,5.191444567,5.012814217,4.465758768,4.409936783,0.301438717,0.212123541
12/01/2021,Maritimes,GB+DR+MM,77034303816,AO MANUF.,0.016,212371.3911,214388.7976,61233.36778,65537.24279,78.15077843,78.15077843,3013.270728,3043.4146,3.874045731,3.650757793,3.874045731,3.717744174,2.858085611,3.360483473,0,0.212123541
12/01/2021,Maritimes,GB+DR+MM,5700000060,G,0.006,191393.1112,123301.3519,54446.13337,35831.04279,70.86963421,57.98424617,2918.540391,2289.303942,3.779713825,3.693811238,3.790451648,3.758238178,2.416010257,2.437485904,0.010737823,0.053689117
12/01/2021,Maritimes,GB+DR+MM,5700000913,G,0.006,190305.3697,170978.3614,65262.34285,57968.13944,93.41906328,96.64041029,2185.147055,1910.258777,3.135444423,3.167657893,3.178395716,3.167657893,2.942163602,2.083137733,0.214756467,0
12/01/2021,Maritimes,GB+DR+MM,5620078067,A,0.019,188939.2121,153073.6636,43994.5771,35133.62221,103.3991064,98.75195557,2121.424363,1810.065256,4.984069287,5.065394427,5.564963143,5.588198897,4.589061465,4.670386604,0.68545475,0.673836873
12/01/2021,Maritimes,GB+DR+MM,5972100003,B,0.023,181514.425,193978.9446,58059.48466,64634.54681,107.8984557,107.8984557,1892.718744,2030.963641,3.517939234,3.371826741,3.77644595,3.619094036,3.147038292,3.102080602,0.472055744,0.539492279
12/01/2021,Maritimes,GB+DR+MM,5620080506,A,0.019,144406.2719,127889.8888,20046.47039,17138.72951,92.19947287,89.89448605,1807.109668,1644.608097,8.297952558,8.597600845,8.908774066,9.11622288,7.133934213,7.468157302,0.39184776,0.368797891
12/01/2021,Maritimes,GB+DR+MM,62287170111,G,0.006,90897.10077,95709.63858,17663.01504,18704.77289,93.73690285,93.73690285,1036.431892,1083.300343,5.485739201,5.453783439,5.677473775,5.496391122,4.676193222,4.644237459,0.202386495,0.063911525
12/01/2021,Maritimes,GB+DR+MM,62178703643,L,0.012,72769.40504,55722.89998,9175.342698,6974.20349,34.29233431,30.00579252,2274.010419,2023.247724,8.498069096,8.562367223,8.519501805,8.60523264,8.00511679,6.226201948,0.042865418,0.021432709
