Period,Region,Channel,SKU ID,Manufacturer,%,Curr $ Vol,YAGO $ Vol,Curr Vol,YAGO Vol,Curr Avg AC Dist,YAGO Avg AC Dist,Curr $SPPD,YAGO $SPPD,Curr Avg Price/Unit,YAGO Avg Price/Unit,Curr Avg Regular Unit Price,YAGO Avg Regular Unit Price,Curr Avg TPR Unit Price,YAGO Avg TPR Unit Price,Curr % Vold Sold (Any TPR),YAGO % Vol Sold (Any TPR)
05/01/2021,West,WC+GM+TRU,4150080502,A,0.005275,1854224.732,1736122.364,445034.0752,410542.736,72.35787174,72.35787174,19361.00679,18051.02782,3.143045054,3.188268724,3.331477011,3.474685299,2.992299488,2.984762209,0.429624863,0.44469942
05/01/2021,West,WC+GM+TRU,5700000912,G,0.005275,1760466.64,1634882.313,363154.9836,335235.7155,68.88331393,68.88331393,18375.34153,17013.46101,3.480042422,3.501568458,3.666601398,3.609198636,3.092573782,3.178677924,0.236786392,0.17938363
05/01/2021,West,WC+GM+TRU,5700000940,G,0.005275,1527791.003,1728926.692,317439.4243,355200.3959,68.88331393,68.88331393,15912.04552,17980.69754,3.451341042,3.494393113,3.594847946,3.57332191,3.185853269,3.257606721,0.251137082,0.186558975
05/01/2021,West,WC+GM+TRU,67070045037,AO MANUF.,-0.00844,1270367.562,1295982.614,195481.7967,214105.5682,29.81961814,25.55967269,29934.63666,35976.65929,4.614940902,4.295444993,4.849237902,4.671740175,4.203146175,3.961749267,0.255596727,0.369195272
05/01/2021,West,WC+GM+TRU,5620080506,A,0.005275,1127625.073,1108940.914,154331.8031,148300.473,67.08177693,67.83550476,12689.76176,12323.45003,5.509750442,5.637884173,5.743406069,5.766017904,5.042439187,5.276094814,0.256267462,0.203506514
05/01/2021,West,WC+GM+TRU,5972100003,B,0.013715,914116.1785,915224.3993,282936.7369,284954.4678,68.37351731,69.08574144,9478.991061,9472.581043,2.300483968,2.286239485,2.400195347,2.36458414,2.10818345,2.136672416,0.249278449,0.242156207
05/01/2021,West,WC+GM+TRU,5620078067,A,0.005275,892627.8102,787880.7461,220487.2486,189331.155,70.85041608,70.85041608,9483.403565,8373.16247,3.052597714,3.135507775,3.112895941,3.33901429,2.992299488,2.969687653,0.391938472,0.414550307
05/01/2021,West,WC+GM+TRU,5900000624,AO MANUF.,-0.00844,807552.8886,816082.0094,213831.5117,232934.5271,49.69936356,51.82933628,11464.93318,11192.29667,2.683765632,2.484968178,2.740564905,2.563067178,2.449468633,2.328770178,0.149098091,0.227197091
05/01/2021,West,WC+GM+TRU,5700000913,G,0.005275,808766.8817,805855.8442,274047.9593,270356.9617,60.27289969,60.27289969,9683.845883,9626.443122,2.116726834,2.13825287,2.131077525,2.145428215,2.044973382,2.073674763,0.107630178,0.064578107
05/01/2021,West,WC+GM+TRU,5700000060,G,0.005275,670090.4201,478459.1933,186889.0411,136107.688,46.63974381,41.61700217,10341.1075,8297.56919,2.575948927,2.525721511,2.604650308,2.51137082,1.635978706,2.568773582,0.021526036,0.107630178
05/01/2021,West,WC+GM+TRU,14973377000,E,0.013715,643996.2708,555516.6,109567.3036,86594.08438,61.13424803,60.39769082,7776.570972,6749.810228,4.330956366,4.728697257,4.647675964,4.750793973,3.962677764,4.59611696,0.338816314,0.132580297
